"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT03","WT04","WT08"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-04","11.41"," 1435","0.00",,,"71","48","  310","  310","30.0","40.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-05","7.83"," 0808","0.00",,,"63","44","  320","  320","18.1","25.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-06","6.71"," 0440","0.03",,,"52","45","   60","   90","15.0","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-07","8.72"," 2210","0.00",,,"66","43","  280","  270","32.0","42.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-08","5.59"," 2239","0.50",,,"54","36","  320","  310","25.1","31.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-09","15.88"," 1602","0.03",,,"48","33","  310","  290","29.1","48.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-10","11.63"," 1259","0.00",,,"64","34","  230","  240","23.0","31.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-11","8.28"," 1555","0.10",,,"61","42","  270","  260","33.1","42.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-12","12.08"," 1442","0.00",,,"59","40","  320","  310","23.9","36.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-13","6.49"," 1614","0.00",,,"64","38","  270","  320","18.1","25.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-14","5.37"," 1235","0.00",,,"66","39","  150","  190","15.0","19.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-15","9.17"," 1831","0.09",,,"85","58","  220","  240","28.0","36.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-16","7.16"," 0719","0.00",,,"78","60","  160","  350","16.1","23.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-17","7.38"," 1127","0.00",,,"68","55","  190","  200","15.0","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-18","6.93"," 1206","0.00",,,"69","55","   80","   80","15.0","19.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-19","10.51"," 1038","0.00",,,"67","53","  100","  110","23.0","36.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-20","7.61"," 0822","0.00",,,"65","48","   90","   50","15.0","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-21","4.70"," 1641","0.00",,,"68","42","  210","  150","15.0","19.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-22","4.92"," 1103","0.02",,,"77","51","  220","  210","17.0","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-23","6.04"," 1537","0.78",,,"69","57","   90","  100","16.1","23.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-24","6.93"," 0628","0.00",,,"69","51","   40","   10","15.0","23.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-25","4.47"," 1646","0.00",,,"73","56","  140","  110","10.1","14.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-26","4.47"," 1432","0.00",,,"78","58","  190","  190","13.0","18.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-27","6.49"," 1429","0.00",,,"80","60","  200","  180","15.0","19.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-28","8.50"," 1346","0.00",,,"78","63","  180","  170","21.0","27.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-29","7.83"," 1835","0.53",,,"82","68","  270","  260","21.0","25.1","    1","    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-30","8.50"," 2239","0.03",,,"82","66","  340","  330","16.1","23.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-05-31","12.30"," 1617","0.00",,,"70","54","  310","  310","21.0","29.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-01","6.71"," 1546","0.00",,,"72","47","  270","  350","19.9","32.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-02","5.82"," 1347","0.01",,,"74","51","  220","  230","17.0","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-03","7.83"," 1948","0.38",,,"82","59","  350","  360","19.9","30.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-04","4.47"," 2325","0.23",,,"86","62","  280","  320","13.0","18.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-05","5.14"," 0918","1.33",,,"78","69","  200","  250","12.1","15.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-06","7.83"," 1733","0.18",,,"88","68","  320","  330","23.0","33.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-07","9.62"," 1218","0.00",,,"77","62","  330","  360","21.0","27.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-08","6.49"," 1613","0.00",,,"80","56","  300","  300","14.1","19.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-09","6.26"," 1536","0.00",,,"89","60","  230","  230","19.9","23.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-10","8.28"," 1509","0.00",,,"86","69","  130","  160","17.0","25.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-11","10.29"," 0909","0.10",,,"84","72","  210","  210","19.9","25.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-12","6.04"," 0837","0.00",,,"84","67","  320","  330","16.1","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-13","8.72"," 2258","0.00",,,"74","57","   20","   20","17.0","23.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-14","5.14"," 1655","0.00",,,"74","52","  160","  160","14.1","18.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-15","4.92"," 1232","0.00",,,"76","54","  110","  120","14.1","18.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-16","5.37"," 1031","0.00",,,"78","56","  100","  100","16.1","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-17","6.93"," 1037","0.00",,,"78","59","  110","  110","16.1","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-18","6.26"," 1434","0.00",,,"78","65","  160","  140","13.0","19.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-19","5.82"," 1428","0.00",,,"84","65","  190","  120","15.0","28.0","    1",,,"    1"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-20","4.25"," 1408","0.00",,,"87","67","  190","  200","16.1","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-21","4.92"," 1810","0.00",,,"88","66","  180","  190","14.1","19.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-22","6.71"," 1358","0.00",,,"91","70","  210","  180","16.1","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-23","6.93"," 1432","0.00",,,"87","71","  150","  140","16.1","23.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-24","9.40"," 1755","0.00",,,"86","72","  270","  300","18.1","25.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-25","5.82"," 1737","0.00",,,"86","69","  190","  190","17.0","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-26","5.82"," 1630","0.00",,,"88","65","  260","  260","16.1","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-27","4.92"," 1309","0.14",,,"81","65","  220","  220","21.9","27.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-28","3.80"," 1733","0.14",,,"91","69","  340","  350","17.0","25.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-29","5.82"," 1706","0.00",,,"89","68","   40","  360","21.0","30.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-06-30","4.92"," 0819","0.00",,,"79","65","  100","  350","12.1","16.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-01","4.70"," 1145","0.11",,,"80","67","  210","  210","18.1","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-02","4.92"," 1451","0.00",,,"94","66","  320","  330","16.1","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-03","4.70"," 1550","0.02",,,"93","71","   40","   70","16.1","25.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-04","6.04"," 1346","0.00",,,"89","68","  190","   50","15.0","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-05","4.70"," 1529","0.00",,,"94","71","  280","  300","15.0","19.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-06","3.58"," 1454","2.89",,,"94","69","  130","  140","28.0","42.9",,,,"    1"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-07","6.93"," 1539","0.00",,,"82","71","  160","  150","14.1","17.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-08","5.59"," 1148","0.02",,,"86","75","  190","  200","14.1","18.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-09","4.92"," 1244","0.00",,,"89","73","  160","  170","13.0","19.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-10","10.07"," 1748","2.87",,,"78","73","  100","  110","21.9","31.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-11","8.50"," 0013","0.61",,,"86","72","  210","  190","21.9","29.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-12","8.95"," 1444","0.00",,,"89","71","  240","  230","18.1","23.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-13","6.26"," 1516","0.04",,,"87","70","  310","  270","16.1","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-14","7.16"," 1222","0.00",,,"86","68","  320","  320","17.0","28.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-15","6.71"," 1605","0.00",,,"82","70","  190","  190","13.0","17.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-16","8.05"," 1622","0.00",,,"78","69","  150","  130","16.1","30.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-17","6.49"," 1022","0.01",,,"87","69","  210","  190","13.0","17.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-18","2.91"," 1447","0.00",,,"92","69","  290","  290","13.0","16.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-19","8.72"," 1329","0.00",,,"96","74","  220","  220","19.9","25.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-20","7.38"," 1321","0.00",,,"94","80","  280","  280","16.1","23.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-21","4.70"," 1306","0.00",,,"93","75","  240","  250","15.0","19.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-22","4.47"," 1801","0.23",,,"93","73","  250","  230","35.1","47.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-23","8.05"," 1449","0.00",,,"90","72","  210","  220","16.1","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-24","4.70"," 0200","0.07",,,"81","74","  210","  210","15.0","18.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-25","5.59"," 1658","0.00",,,"90","69","  190","  190","15.0","19.0","    1",,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-26","7.61"," 1356","0.00",,,"93","76","  260","  240","21.0","29.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-27","8.50"," 1600","0.00",,,"95","73","  240","  230","21.9","29.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-28","6.04"," 1439","0.15",,,"94","78","  290","  280","23.9","33.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-29","4.25"," 1640","0.00",,,"91","72","  210","  200","15.0","19.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-30","4.47"," 1307","0.00",,,"94","71","  220","  280","17.0","23.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-07-31","3.58"," 0216","0.25",,,"85","71","   40","   40","13.0","16.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-01","6.26"," 1427","0.00",,,"90","66","  200","  180","15.0","19.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-02","10.74"," 1706","0.00",,,"91","77","  170","  180","18.1","25.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-03","7.38"," 2006","0.20",,,"90","72","  200","  190","25.9","34.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-04","11.18"," 1213","1.25",,,"81","71","  140","  150","40.0","55.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-05","5.59"," 1508","0.00",,,"88","69","  260","  250","19.9","25.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-06","4.03"," 1625","0.00",,,"82","66","  210","  220","14.1","17.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-07","4.92"," 1210","0.28",,,"80","68","  100","  110","14.1","18.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-08","4.25"," 1554","0.00",,,"85","67","  140","  140","14.1","17.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-09","5.59"," 1311","0.00",,,"89","70","  180","  220","14.1","19.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-10","5.37"," 1501","0.00",,,"92","73","  220","  200","14.1","17.0","    1",,,"    1"
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-11","7.38"," 1456","0.00",,,"89","75","  190","  180","23.0","28.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-12","4.03"," 1459","0.20",,,"92","75","  110","  110","25.1","36.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-13","4.03"," 0930","0.20",,,"80","72","  100","  100","12.1","14.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-14","6.04"," 1238","0.00",,,"88","72","  110","  120","15.0","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-15","8.50"," 1657","0.00",,,"85","66","  110","  110","16.1","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-16","7.16"," 1634","0.25",,,"71","67","   20","   20","14.1","19.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-17","4.03"," 1853","1.04",,,"83","62","  320","  310","17.0","25.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-18","4.92"," 0147","0.15",,,"84","62","  320","  310","19.9","25.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-19","3.13"," 0500","0.11",,,"76","65","  270","  280","12.1","15.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-20","3.13"," 1547","0.00",,,"81","59","  290","  280","10.1","14.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-21","7.38"," 1534","0.00",,,"86","65","  240","  230","15.0","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-22","6.49"," 1248","0.00",,,"89","72","  240","  240","17.0","23.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-23","4.70"," 1151","0.00",,,"87","70","  170","  180","14.1","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-24","6.04"," 1501","0.00",,,"92","73","  270","  240","14.1","21.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-25","6.93"," 1700","0.29",,,"90","71","  360","   10","28.0","42.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-26","8.50"," 1311","0.00",,,"78","64","  310","  310","21.9","28.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-27","7.61"," 1227","0.45",,,"92","66","  360","  230","25.1","34.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-28","6.93"," 1653","0.03",,,"87","68","  200","  240","15.0","19.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-29","7.83"," 1709","0.08",,,"83","71","  340","  310","15.0","23.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-30","10.29"," 1227","0.00",,,"80","63","  320","  300","19.9","29.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-08-31","4.03"," 1333","0.00",,,"76","58","  170","  170","12.1","17.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09-01","6.49"," 1337","0.14",,,"79","65","  130","  140","13.0","19.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09-02","5.82"," 1106","0.17",,,"81","68","  210","  190","13.0","23.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09-03","4.25"," 0449","0.14",,,"87","70","  240","  340","13.0","17.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09-04","5.82"," 1529","0.00",,,"85","66","  310","  320","16.1","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09-05","4.70"," 1353","0.00",,,"80","61","  320","  330","14.1","19.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09-06","4.92"," 1501","0.00",,,"83","59","  180","  190","16.1","29.1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09-07","5.14"," 1720","0.00",,,"81","61","  190","  160","16.1","23.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09-08","2.91"," 1525","0.00",,,"84","63","  180","  180","14.1","21.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09-09","2.68"," 1658","0.00",,,"84","65","  130","  130","13.0","23.0",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09-10","4.70"," 1531","0.47",,,"85","73","  160","  150","12.1","19.9",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2020-09-11","7.16"," 1027","0.00",,,"77","63","  360","   10","15.0","21.9","    1",,,
